user_id,register_date
10001,2024-05-06 18:55:37
10002,2024-05-01 09:04:25
10003,2024-05-19 21:02:32
10004,2024-05-01 14:37:12
10005,2024-05-18 17:35:01
10006,2024-05-04 09:08:17
10007,2024-05-05 18:12:19
10008,2024-05-06 15:00:04
10009,2024-05-30 13:53:51
10010,2024-05-26 08:05:52
10011,2024-05-25 22:19:59
10012,2024-05-10 13:07:56
10013,2024-05-04 21:00:07
10014,2024-05-22 19:43:33
10015,2024-05-17 19:38:25
10016,2024-05-19 20:30:47
10017,2024-05-13 11:42:58
10018,2024-05-26 11:59:49
10019,2024-05-04 18:05:09
10020,2024-05-15 18:06:23
10021,2024-05-19 20:30:45
10022,2024-05-10 13:14:28
10023,2024-05-26 19:18:46
10024,2024-05-12 14:59:43
10025,2024-05-06 22:18:23
10026,2024-05-09 12:58:09
10027,2024-05-18 21:47:23
10028,2024-05-31 08:29:02
10029,2024-05-26 13:56:28
10030,2024-05-15 12:30:05
10031,2024-05-11 10:17:02
10032,2024-05-01 23:38:37
10033,2024-05-14 14:22:44
10034,2024-05-18 14:03:38
10035,2024-05-26 16:55:39
10036,2024-05-31 21:38:30
10037,2024-05-31 08:40:37
10038,2024-05-06 16:14:01
10039,2024-05-12 19:15:12
10040,2024-05-19 12:22:36
10041,2024-05-22 10:07:55
10042,2024-05-11 10:32:31
10043,2024-05-25 11:25:37
10044,2024-05-24 17:38:04
10045,2024-05-11 20:11:53
10046,2024-05-30 18:53:55
10047,2024-05-24 23:55:13
10048,2024-05-11 18:15:06
10049,2024-05-21 13:50:58
10050,2024-05-05 18:39:18
10051,2024-05-05 09:37:45
10052,2024-05-24 15:00:48
10053,2024-05-11 13:06:35
10054,2024-05-04 04:44:05
10055,2024-05-29 13:06:28
10056,2024-05-11 23:13:38
10057,2024-05-11 22:56:44
10058,2024-05-05 12:02:36
10059,2024-05-31 02:41:32
10060,2024-05-07 20:06:36
10061,2024-05-24 11:53:53
10062,2024-05-31 21:21:25
10063,2024-05-04 14:37:11
10064,2024-05-04 20:18:13
10065,2024-05-03 14:58:46
10066,2024-05-12 18:03:51
10067,2024-05-30 09:38:56
10068,2024-05-05 20:09:02
10069,2024-05-31 18:07:32
10070,2024-05-26 06:29:28
10071,2024-05-14 09:58:12
10072,2024-05-10 10:30:42
10073,2024-05-05 16:11:29
10074,2024-05-21 21:44:18
10075,2024-05-03 07:05:12
10076,2024-05-19 21:10:15
10077,2024-05-25 12:01:24
10078,2024-05-17 23:56:07
10079,2024-05-10 21:08:35
10080,2024-05-30 19:43:54
10081,2024-05-07 01:57:52
10082,2024-05-19 10:08:49
10083,2024-05-17 20:11:50
10084,2024-05-12 19:18:15
10085,2024-05-18 21:54:39
10086,2024-05-18 17:01:03
10087,2024-05-12 17:01:47
10088,2024-05-20 12:01:13
10089,2024-05-01 16:27:12
10090,2024-05-20 21:46:03
10091,2024-05-05 14:27:20
10092,2024-05-18 11:31:13
10093,2024-05-18 18:54:50
10094,2024-05-17 18:46:44
10095,2024-05-22 19:29:18
10096,2024-05-20 16:41:42
10097,2024-05-12 21:29:36
10098,2024-05-20 21:52:37
10099,2024-05-17 19:26:52
10100,2024-05-16 19:50:17
10101,2024-05-25 14:47:31
10102,2024-05-10 15:16:46
10103,2024-05-09 21:28:14
10104,2024-05-03 21:50:31
10105,2024-05-19 14:49:45
10106,2024-05-13 18:39:45
10107,2024-05-24 14:33:31
10108,2024-05-04 18:00:13
10109,2024-05-10 11:07:16
10110,2024-05-09 13:45:48
10111,2024-05-15 09:45:52
10112,2024-05-20 18:38:48
10113,2024-05-25 17:05:11
10114,2024-05-19 19:07:19
10115,2024-05-11 22:49:34
10116,2024-05-31 19:04:39
10117,2024-05-25 21:15:34
10118,2024-05-25 11:37:05
10119,2024-05-19 18:03:52
10120,2024-05-04 20:14:40
10121,2024-05-24 09:23:41
10122,2024-05-04 11:46:21
10123,2024-05-12 14:44:12
10124,2024-05-26 01:54:50
10125,2024-05-25 09:22:55
10126,2024-05-18 14:53:39
10127,2024-05-05 20:59:35
10128,2024-05-16 11:21:39
10129,2024-05-11 13:44:40
10130,2024-05-26 10:49:34
10131,2024-05-04 20:45:36
10132,2024-05-04 22:08:00
10133,2024-05-03 22:34:24
10134,2024-05-09 12:04:09
